,name,duration,rating,review
186,Lenny Santida,a year ago,5 stars,Beautiful historical palace with great maintenance. The right place to know more about Java Empire. The palace also provide free tour guide that very passionate to guide you on every subject of the palace. Recommended...
187,Chris Timothy,3 years ago,5 stars,"I love taking many pictures there,i learnt many good things from the great sultan."
188,Yusuf Istiyanto,3 years ago,5 stars,The tickets are 15k (foreigner) 5k(local)
189,Tan Madeleine,3 years ago,5 stars,"Great place to learn about art, culture, and history."
190,miman firmansyah,5 months ago,5 stars,Good
191,Sergei Vasiliev,3 years ago,5 stars,Needs visiting if you are in Yogyakarta and you need a guide to tell you all the history.
192,Fajar Merdeka,3 years ago,5 stars,Historical place... its kind a like a museum for javanesse culture...
193,Margaretta Wongkar,4 years ago,5 stars,"The Kraton Ngayogyakarta Hadiningrat (Keraton Ngayogyakarta Hadiningrat) is a palace complex in the city of Yogyakarta. It is the seat of the reigning Sultan of Yogyakarta and his family. The complex is a center of Javanese culture, and contains a museum displaying royal artifacts."
194,fajar Setiawan,4 months ago,5 stars,Best silver and jewelry hand made
195,Mohd Fauzy Mat Yusop,4 years ago,5 stars,Experience Javanese in deep here. Tour guide really helpful and the place so clean.
196,Tracy Adikarta,4 years ago,5 stars,"Beautiful historical site, come in the morning time so you can feel the mystical vibe of the Keraton"
197,Daffa Romero,5 years ago,5 stars,"It was great. The actual objects were pretty interesting to look at and take pictures of, and I'm not even a big cultural kinda guy, but  the environment was lovely, the people were polite and just generally sweethearts, just wish it was a little bit cleaner. Would recommend. Oh, and tickets are cheap, under a dollar each."
198,"I Gusti Ngurah Putu Alit Putra, S.H.",5 years ago,5 stars,Famous and historical place in central if java
199,putri wicaksanti,3 years ago,5 stars,"The palace is so beautiful, many big trees makes the place so cool. There are traditional show such as wayang (puppet show) and or traditional dance everyday except for friday. Make sure hire a guide to show you around, it will make your visit worth it."
200,Rian SURIANA,4 years ago,5 stars,"Great heritage palace, recommended for people to whom does not know living in palace"
201,Vie Fathin,3 years ago,5 stars,"Love it, one of wonderfull culture in Indonesia..."
202,Dwijaya tour and Transport,5 years ago,5 stars,Good place to know history of yogyakarta
203,Mustika Wardani,5 months ago,5 stars,peaceful place
204,Blue Garden,a month ago,5 stars,The house of Sultan...... Beautifull
205,Ristu Margani,4 years ago,5 stars,One good historical place
206,Andinita Puspasari,4 years ago,5 stars,Because Jogjakarta always tell a story
207,Cornelius Hanin,6 years ago,5 stars,Its one of the tourist destinations in Jogja you have to visit. Great local heritage
208,M Maisara,5 years ago,5 stars,A must-visit place when u're in Joga
209,Yudi Yudi,4 years ago,5 stars,Heritage building that now is currently used as Sultan's house. It can be also visited by all people.
210,Roni Permana,2 years ago,5 stars,Iconic City view of Jogjakarta
211,Triple K,3 years ago,5 stars,"Fridays they are closed earlier for prayer, so plan properly. We got to see only the front part of the Palace, but we can see how it's well maintained the area is. There is a museum nearby and Taman sari, the water villa of the sultan."
212,Edy Sutanto,4 days ago,5 stars,Very have fun
213,Mike,2 years ago,5 stars,Great Palace
214,Putut Budiyanto,4 years ago,5 stars,Its One of the remaining kingdom in Indonesia that still has a Sultan As a King
215,subhabrata dasgupta,4 years ago,5 stars,Check the itinerary of the daily programs and time your visit accordingly. Great place if you like history and culture. Take an English guide (it's free with the ticket - a tip is customary). A lot of Dutch influence.
216,Patricia Angelic,3 years ago,5 stars,"Culture,  foto,  recreation,  happiness"
217,Vasu K,4 years ago,5 stars,"Beautiful city with lots of 8th century heritage centers to understand the history & cultureof the place. Its a mix of modern as well as tradition. Amazing places to eat and go sightseeing, shopping or generally go around."
218,Andrew Rusli,3 years ago,5 stars,"One of Jogja main heritage attraction, there are some refurbishment work there"
219,Daffa Dzikrie,4 years ago,5 stars,"Photos from 1,5 years ago. It was fun ✨"
220,Dhrishty Dhanwani,3 years ago,5 stars,"I have lived here most of my life. So many culture places, so many tourism places, modernized places and more. Perfect place to just relax, shop traditional things if you don't like beaches and you are in a budget."
221,Ho'okipa,6 months ago,5 stars,It's historical palace in Jogjakarta as one of Indonesian's heritage..
222,Yenny S,4 years ago,5 stars,Historical beautiful place
223,ietha ita,3 years ago,5 stars,"Good place to learn about the royal family of Yogyakarta. A Must Visit for everyone who come to Jogya, enterence fee 5000 for local and 7000 for foreigners. Try to use the guide (by donation only) and learn the explanation about the palace building itself, about the royal family before and the independence. The guide also will recommended you to some of the tourist attractions"
224,Elsa L,3 years ago,5 stars,"I love this place, not only for its cultural importance and story, but also its intricate carvings and detailed etchings that fill every inch of the building's structure. Take your time to gaze at the roof of Sitihinggil and particularly Bangsal Witono. Don't forget to look up and trace the carvings on the ceilings"
225,Kuba Stanosz,a year ago,5 stars,Interesting place.
226,Fitri Sunarya,3 years ago,5 stars,"It was established long time ago... beautiful historic palace. More beautiful once you know what lies behind it's historic stories...
Don't forget to see their soldier's batik painting...."
227,Nia,5 years ago,5 stars,"ya, honestly this place is great. the javanese cultural heritage is deserve a five star rating. but I recommend anyone that gonna come here to bring a 'guide' or at least someone who can  guide you cuz I find it boring when coming here all alone while I know nothing. you don't want to just walk seeing old buildings with no explanations, do you?"
228,Priscilla El Pentanina,3 years ago,5 stars,"Nice place to see! If you want to spend your holiday while studying Javanese culture, this is the nice place for you! With only IDR15,000 for a ticket and IDR1,000 for photography license you can walk around the palace and took photos!"
229,Nungky Surya,3 years ago,5 stars,"A historic location in Yogyakarta, suitable for those of you who want to know the history of Yogyakarta more deeply. Here is the residence of the sultan and held all kinds of traditional events. The place is very wide, easy to find from the road, and many tour guides who will guide you and foreign tourists will also be found around here."
230,Khalil Alashar,4 years ago,5 stars,It's a really nice palace showing the history of the area and the sultans that ruled. Theres a museum showing the different costumes worn by the soldiers and the royalty at different times and occassions. Unfortunately only a small section of the palace is open for visitors.
231,Mark Merkens,3 years ago,5 stars,The sultan allows us to walk through his domains. It's a beautiful place to be and enjoy history. A guide can give story and soul to the place for a small donation.
232,priyo handoko,3 years ago,5 stars,I do love it... even i have visited for a thousand times or more..
233,Ran Masters,3 years ago,5 stars,"A place rich of history and culture. Come early at opening to avoid the crowd, it's much better that way. The guides are very helpful and knowledgeable about the history of the palace."
234,kiki wendra,5 years ago,5 stars,"Keraton Ngayogyakarta Hadiningrat or Keraton Yogyakarta is the official palace of Ngayogyakarta Hadiningrat Sultanate which is now located in Yogyakarta City, Special Region of Yogyakarta, Indonesia... Fortunately , on this day there is a wayang kulit show in the palace.."
235,Swapna Nair,4 years ago,5 stars,So beautiful. Very courteous staff   A good show casing of history. Visit the leather puppet workshop and batik shops. The only drawback is that the information is written in Indonesian language and not in English
236,Outworld Runner,4 years ago,5 stars,One of the most popular palace in Indonesia where you can find interesting and exciting culture of Indonesia in the past time. The ambiance brought in this place is so warm and peaceful that you will never forget how exciting this palace is. There are 4 parts of this palace. The further information will be given by the guide inside this palace
237,A. Dini,5 years ago,5 stars,"Very peaceful place.
You not allowed to use sunglasses or hat inside this palace.
If you need guides its provided at locket.
Dont forget to watch Gamelan (Java traditional music instrument) or traditional dance.
It's worth."
238,Purnamawati P,4 years ago,5 stars,The place really wonderfull and the guide really nice. For a new traveller recommended.
239,M. Rifki Rosady,2 years ago,5 stars,"Amazing ....
I love it ... !"
240,Barry,7 years ago,5 stars,If you're into history and cultural heritage then the Kraton Palace is worth a visit. Be aware it's open to the public from 8am to 2pm daily so it's best to go early to beat the crowds and the heat plus you can ask for a guide and you make a donation of your choice at the end.
241,Chondro Suryono,8 months ago,5 stars,Our proud grand palace with history and culture.
242,Anson Chong,4 years ago,5 stars,"Nice royal swimming pool, must climb to 3floor"
243,Anton Acckeh,11 months ago,5 stars,Matap
244,Diah Sastri Pitanatri (Diah Sastri),3 years ago,5 stars,Nice place to learn more about the royal palace of yogyakarta
245,Nanang Setyawan,6 months ago,5 stars,Awesome place
246,Evanina Alexandra,5 years ago,5 stars,"The tour guide we got was such a nice man, he explained everything in details and tell us about other places too other than the palace itself. But the palace itself is cleaned well and still in good shape"
247,Adfilespro,3 years ago,5 stars,"This palace is now also one of the attractions in the city of Yogyakarta. Most of the palace complex is a museum that holds various collections belonging to the empire, including various gifts from European kings, replicas of the palace heirlooms, and gamelan. In terms of the building, this palace is one of the best examples of Javanese palace architecture, it has lavish public halls and large grounds and pavilions."
248,Donn M. Tanurahardja,3 years ago,5 stars,"this is great place, it presents so many dresses, pictures, but it is like only the terrace...the real palace is the middle one...near to Museum Kereta Keraton..so after you visit this place, you can walk along the street beside this place, visit the Museum Kereta Keraton, continue to the middle palace (must visit) and Taman Sari..."
249,Rizki Adiati,4 years ago,5 stars,"I loved the music and gamelan that played all day long. The guide is very kind. Very historical and must be visited for everyone, especially to people who love indonesian culture"
250,Maulana Arditya,3 years ago,5 stars,"You will learn a lot of Jogjakarta kingdom history with a guidance from the humble royal servants. Never feel bored for every visit during many events, there must be something new and special in it!"
251,Hario Pandit,4 years ago,5 stars,"When you come at weekend or holiday it so crowded, the place is clean, you will get brochure with some brief summary about this place when you buy the ticket, or if you want to know more there is some local guide. This place is not far from malioboro and alun alun"
252,Gregory Wongkaren,3 years ago,5 stars,"It was a nice trip all over the palace , the palace owned Villages , and the palace owned batik school. There are also a place in the Palace grounds where the Sultan and his Family lives but that Place only opens 3 times a year and is off limits for the rest of the year."
253,Budi Sanjaya,4 years ago,5 stars,Historical Place..nice to bring your kids to learn about keraton
254,Yon Aidil,3 years ago,5 stars,"Cultural tourism icon in Yogyakarta. You could not say you have been to Yogya if you haven't visited and take a picture at the Ngayogyakarta Hadiningrat Palace. In addition to increasing knowledge about Javanese culture, we can see heritage objects belonging to the palace and the royal family. One of them is a vehicle.
The palace displays several golden chariots and cars used by the king for various purposes. It is better if a visit to the palace is accompanied by a tour guide in order to get a more detailed explanation about the palace and its unique history."
255,HeyAmal Raras,4 years ago,5 stars,"The guard is so friendly.They also provide interpreter for foreign tourist.The place is so rich of culture and history.The unique transportation ""becak"" an Indonesian tricycle are around the place and it enriched the culture nuance of Jogjakarta.The souvenir are also very unique and unsimilar with place i've ever been,it also very cheap.love it!!!"
256,Aditya Priambudi,2 years ago,5 stars,"The only fully functioning Javanesse Royal Palace left in the whole country.

I won't go into a history lessons, since you can probably find it from various sources. Although please do keep in mind that this place is not just a tourist spot, or any other places in that matter. The Kraton is a FULLY FUNCTIONING Royal Palace with a Monarch residing within her. Thus, please, keep your etiquette while coming inside The Kraton and wear the proper attire which suits the place. Don't just walk in with a hot pants or any other kind of suits in similar type.

Do respect the place and The Monarch whom residing within it since The Yogyakartans really loves Him. They may not sound a protest, since their culture kind of hinder them to say something negative directly towards the corresponding individual, but believe me, they don't like it.

For the place itself, it's certainly is one of a kind experience to do if you take a complete tour of The Royal Palace. I repeat, a complete tour. Wether you choose to do it with or without the guide provided there, since it will cost a bit more. Because the main attraction, at least for me, is when you come to the complex behind Pagelaran (The Front Lobby), since it's the place where they hold the traditional Royal dance and music. Plus, they now have a lot of vendors outside Alun-Alun Utara (The North Plaza) to hang out, so it certainly wouldn't bore you."
257,Rahmat Hidayat,4 years ago,5 stars,"Looking for a tourist attraction in Yogyakarta? Then this one is a must-visit site for you!!
Located in the central city of Yogyakarta, this place will take you to the journey of the city's history.
Feel the atmosphere of local kindness and pure Javanese-Yogyakarta style cultures in this outstanding site.
Very affordable as well for the ticket price, both for domestic and foreigners. Only Rp. 15k/person for foreigners. And Rp. 7,5k/person for domestic.
If you need a local tourist guide, you may ask one to the guy/lady who sell the entrance ticket.
Happy travelling!"
258,Rendra Budi Hutama,6 years ago,5 stars,"The entrance for tourist visitor is on behind the main building. The entrance fee was very cheap, and for you who bring camera, you just need to pay additional cost 1k only. There are also nice guide available who ready to explain you about all parts of this Palace.

Palace Military and Batik museum are so interesting. Palace maids(abdi dalem) also very friendly, don't be shy to talk with them. It will be fun.

Overall, it must visit place for someone who ever goes to Jogja."
259,Syarif Supriatna,4 years ago,5 stars,Must visit historical place when come to Yogyakarta
260,Iwan Wildana,5 years ago,5 stars,A must-see historical place in Yogyakarta
261,Mohammed Sohail Ahmed,4 years ago,5 stars,Classic and attractive. Great view and lovely crowd.
262,Ridwan Nugraha,2 months ago,5 stars,Heritage
263,Stephen Schur,7 years ago,5 stars,"I came here just before noon, while the gamelan orchestra was playing. This palace dates from the 18th Century and is still in use. It's atmospheric as all-get-out and full of the Sultan's art objects, portraits and mementos.  More musicians were playing in an interior courtyard, memorable."
264,Leeta,9 months ago,5 stars,Great Place
265,Stephane Cotineau,4 years ago,5 stars,I guess it's a must see while you stay in Yogyakarta. Quite interesting actually. There are nice shows every day. Just check before you go what is the show of the day especially if you want to see a gamelan.
266,Mayla Rizki,3 years ago,5 stars,This is so beautiful place
267,pia fitriani,3 years ago,5 stars,"Great place to visit to whomever  like history, everyone actually. No words can explain how magnificent this old lovely place. Just visit there!!! Traditional, classy, but fancy"
268,lindoyy,3 years ago,5 stars,Nice historical place
269,Chika FA,a year ago,5 stars,Keren
270,Jase ジェイソン,3 years ago,5 stars,This a must visit when in Yogyakarta the Palace ground is over 1 kilometer. From the gates of the Palace you can see a clear path straight ahead to the mountains and the path on the field is layered with soil from the mountain paving the way you can see also two trees with a local story of being a chosen one of walking blindfolded if you make a straight path with the steps on the different soil you are chosen if not it is ok... Also behind the palace there is a path to the Ocean so the palace is nestled between the ocean and Mountain
271,Deasy Cahyaningtyas,4 years ago,5 stars,"Its real palace of Kasultanan Yogyakarta! The king and the queen live in this palace, but the room cannot visit by the tourists.
The entrance tickets are affordable. There are different price between local tourist and foreign tourist. The tickets is more expensive for foreign tourist, but they get additional benefit. For example, the foreign tourist get a special guide that speak in English, French, Spain, and any other languages. So if you don't understand bahasa, don't worry, the guide will help you.
There are a lot of rooms for visit, some are arrange as museum, and some of places are camera prohibited."
272,Hesdo Celvin Naraha,4 years ago,5 stars,"You'll knows more most about Jogja's History, when u came there 💜 …"
273,Amiaty Rani,4 years ago,5 stars,"a great place to study the history of the kingdom of Yogyakarta, this place is also the Sultan of Yogyakarta and live, Tour guides are also very friendly. You can know more details about culture, the customs of the Yogyakarta Sultanate here. Highly recommended"
274,Marzuki Jasin,3 years ago,5 stars,Great heritage for nation from oldish. The Keraton is human symbol to serve all natures in accordance of The God's will. Huge and depth lessons that people can obtain to build civilisation in future.
275,Rob,5 years ago,5 stars,"Very nice atmosphere. I love the hospitality of the royal servants. You can visit this historical place in the morning, or better when there are events held in here."
276,Muthmainna Jufri,a month ago,5 stars,👍🏻 …
277,Leny Leony Kurniasari,5 years ago,5 stars,Historical Site and Cheap Touristic Place
278,Venni Rani Effendi,5 years ago,5 stars,"Hire a tour guide, he will take you to the next level."
279,karina mia,2 years ago,5 stars,"At 11am every weekends, there is a dance show inside the kraton museum. If u wanna buy some snacks, they serve it hot at jln. Kemitbumen No. 4 just 1 house away from the Kraton."
280,Heri Sumantri,3 years ago,5 stars,"Good historical and cultural place. Better to get a tour guide here, although they usually bring you to near shops where you can buy or just see around."
281,Thris,4 years ago,5 stars,"For the 1st time you go there, it is a must to use a guide provided by the Keraton. They will share a detail each of every room & properties you visited inside the Keraton. They will help to take a photos of you too with a good spot. You just need to give a Tips to the guide."
282,M. Aziz Putra Akbar,4 years ago,5 stars,"Many collections from the old Sultan until the recent one. You can see the real residence of the sultanate’s royal family. At a certain time of the day, you can enjoy some cultural performances. Each day shows different performances. Gamelan and wayang show is just 2 examples which you may enjoy once you enter the palace from the main entrance. The Abdi Dalem or the one who will take you around could at least speak English, some other even speak french, italian, dutch, and many more."
283,Dhani Kurniawan,3 years ago,5 stars,Great place to learn about the culture of Jogjakarta's kingdom
284,Shighia Savitri,4 years ago,5 stars,Ticket is IDR 5K/person included a brochure explaining every parts (only open for public area) of the palace written in bahasa and english. Tour guides (local) is available on the spot
285,bayu akbar,5 years ago,5 stars,"historic place, there is some feeling every visit..."
286,Steffanus Jeffry,4 years ago,5 stars,"Good historical place, guide so friendly..."
287,Scholastica Nita,5 years ago,5 stars,"This is one of the wonderful places in Jogja. If you want to know the history of Jogja, this place offers you what you want. With only rp 15.000 (for foreigners, of course for local will be cheaper) you can have a trip to see around the palace. You can have a guide if you want, not only Indonesian speaking guide, but also other language speaking guide, to explain you about this unique palace. Just for your information, you can thank the guide by tipping him/her start from 25k.
This palace is the residence for the current sultan. This consist of many parts, such as, place for traditional dance performance (every sunday they have the performance, on other days, they have gamelan performance; batik museum; gifts museum and many others. The best museum inside the palace is the 9th Sultan museum. Since the 9th Sultan is a national hero, this museum is dedicated for him.
Once you see around this palace, you know Jogja better."
288,Nanin Wahyuni,a year ago,5 stars,Love love
289,dewi thufaila,5 years ago,5 stars,"its beautiful, its historic, its sacred, awesome. you cant say that you have visited jogja before you go to this place. the Royal Family of Keraton Yogyakarta this is like the icon of DI Yogyakarta. if you come early enough, before 12pm, there will be a live show of ""wayang""a.k.a traditional puppet show / traditional dances/ a praying ritual based on javanese tradition inside. there is only one show daily, you can ask for the complete schedule of the show in the front office."
290,Pradana Jayawardana,8 years ago,5 stars,"the palace complex consist of sultan's residence, museums, and miscellaneous building that symbolize Javanese wisdom. One of the best place to study javanese culture, history, and architecture"
291,NK Widi Artini,7 years ago,5 stars,"We cannot just skip this palace when we are in Jogjakarta. Open almost everyday, we visited it on Thursday, paid the entrance and we got ourselves a guide for the palace.

Showed and told about the story about the Sultan. Amazing place, and there is a show everyday. There were gamelan performance when we were there on thursday."
292,Ajeng Meidina Fadhillah,4 years ago,5 stars,"Get to know Yogyakarta palace here.. A recommended place if you want to learn about Yogya and its history. Yogyakarta is a special region in Indonesia because the governor is not chosen by the society, it has Kingdom system in a republic country, that's why the name of the place is Daerah Istimewa Yogyakarta which means special region. The ticket for entering the palace is Rp5000, there is a local and you can use their service to explain about the history and guide us in the palace, however I think it's not a formal guide it is offered by the officer there. Don't forget to give him a tip! 😉"
293,firman azra,2 years ago,5 stars,A must visit historical landmark in Yogyakarta. You can learn so much history and interesting fact from the tour guide
294,enje nur jannah,7 months ago,5 stars,"Highly recommend, but every monday is close"
295,Flower Kamboja,3 years ago,5 stars,"Historical Place in Yogyakarta. It was located on the central of the city. Near the building threre are many historical places also such us museum benteng Vredeburg, old building, Taman Sari Water Castle, Traditional Market and others."
296,Noor Rahmanto Ragil Utomo,2 years ago,5 stars,Beautiful historical place
297,madyra mahfudz,3 years ago,5 stars,"A nice place to study about history, heritage and javanese philosophy. You  can buy many souvenir here. And also buy many clothes with inexpensive price"
298,Hannes Leib,8 months ago,5 stars,Really nice place with a lot of culture
299,fitria widyastuti,3 years ago,5 stars,"One of the iconic history place in Yogyakarta. This is a must visit place if you go to Yogyakarta. For you who like to just knowing or learning Indonesian history, you should go to this place. I am Indonesian and I am proud of it."
300,Suwardy Lim,3 years ago,5 stars,So nice place to learn about jogjakarta culture and their kingdom. They provide a free local tour guide which can speak a several language. Try it and you can get a different experiences
301,Somasinama Zebua,4 years ago,5 stars,A very historic place where everything is counted and measure and have a very deep meaning.... They don't use ceramics for the floor but they use mountain black sands cuz the 'abdi dalem' is barefooting
302,Revan Nakano,4 years ago,5 stars,"These are some aspects i wanna share about this place:

1. Cleanness : 4.6
2. Service : 4.6
3. Tidiness : 4.5
4. Layout : 4.7
5. Culture : 4.7
6. Design : 4.7
7. Completeness : 4.5
8. Huge : 4.6
9. Experience : 4.6
10. Access : 4.8"
303,Fajar M. Darmawan,3 years ago,5 stars,"The complex was built in 1755–1756 (AJ 1682) for Hamengkubuwono I, the first Sultan of Yogyakarta. It was one of the monarch's first acts after the signing of the Treaty of Giyanti, which recognized the creation of the Sultanate of Yogyakarta under the Dutch East India Company.[1] A banyan forest, protected from flooding by its location between two rivers, was chosen as the site for the palace.
On 20 June 1812, Stamford Raffles led a 1,200-strong British force to attack the walled royal city of Yogyakarta. Although they outnumbered the British, the Javanese were unprepared for the attack. Yogyakarta fell in one day, and the palace was sacked and burned. A total of £15,000 in gold, jewels and currency (currently valued at £500,000) was looted. It was the first attack on a Javanese court, and the sultanate was subjugated to colonial authority. Most of the current palace was built by Sultan Hamengkubuwono VIII (who reigned from 1921 to 1939), and was rebuilt after earthquakes in 1876 and 2006."
304,ruslina triastuti,3 years ago,5 stars,"This palace of Yogyakarta is so wonderful. It is located in the heart of Yogyakart city. It is in one line with TUGU, Malioboro street, and Alun-alun Utara. Inside this palace, we can see clearly that all the cultures still exist there. Don't worry about the language. There are many guides who are able to explain all you want to know about this palace in different languages. The only thing you need to do is asking."
305,Ammar Saifullah,3 years ago,5 stars,A must visit place in jogja. The palace offers rich history of Jogja's sultanate and beautiful buildings. You can request for guide if you need one in the ticketing counter.
306,tiara permata prabadari,3 years ago,5 stars,"Beautiful, unique and rich with history. Different days have different attractions. Avoid Indonesia schools break and holidays."
307,dewi fortuna,4 years ago,5 stars,"As you enter the place you are welcomed by a magnificent view, a delightful luxuries of historical place. Keraton Yogyakarta was Fantastic. Very clean and stylish place, and In a great location. Would definitely come here again!

Welcome to Jogja Istimewa"
308,yoogha1725,4 years ago,5 stars,One of a historical royal palace that still exist until now. Jogja remains cultural city and become special region keeping its culture and tradition. This palace is the symbol of this javanese tradition. Jogja royal palace is the official residence of the Sultan. Many historical building and artefacts were kept here. One of iconic spot in Jogja that should be visited.
309,Alvinsa Dwinta I,5 years ago,5 stars,"It's a good place for a tourist to come for a visit, because it has some history in it such as golden chariot and much much more that i can't describe in here, go there and have fun with your trip"
310,wibowo wibisono,4 years ago,5 stars,Feels like walking back in time where Java was still ruled by a king.
311,Noor Hidayah,4 years ago,5 stars,Rich with culture knowledge. Easy access to get in. Pay for the ticket liike 11k for adult. There is a becak for keraton trips. Andong. Parking area okay.
312,Koko Pratama Pudja,5 years ago,5 stars,"Place for Yogya's Sultan. Have been used many times for inauguration since 16th century.

Located in the central of Yogya and near from several tourism object such as Taman Sari, Alun-alun Kidul, Museum Kereta (Horse Carriage Museum) Ngasem Market, etc"
313,Dukun Maju,a year ago,5 stars,"The first palace that I have went inside, I love it inside, the people there are so nice and patient, they like to smile too"
314,Meor Shahibul Fadilah Bin Zainuddin,5 years ago,5 stars,The place is very exciting if we know the history behind it. Sad to see the place in not well managed. No poper signage to ensure tourist enjoying the function of every site.
315,Andrea Decker,5 years ago,5 stars,"Came to see a wayang kulit performance on a Saturday. I always love the quality of the arts here, but you have to arrive early in the day! Bring sunglasses and wear sunscreen, since most of the attractions are outside."
316,Ersha Derystia,4 years ago,5 stars,Falling in love with the structure and stories in this place
317,Wahyu Djatmiko,3 years ago,5 stars,I was shocked when the guide told me that 1 from 2 small gazebos to lay down old gamelan was broke from couple months ago and they haven't fix it. And the gamelan is just store in the open like that. Oh my God... 😲😲😲 …
318,Chandra Kristian,4 years ago,5 stars,"You should make a priority list visit this place. You will find the philosophy , history and collection of Sultan Yogyakarta. Feel the atmosphere and enjoy the Javanese culture."
319,Eriksson,6 years ago,5 stars,"History pieces of Yogyakarta, a must visit for those who like to know more about Indonesia's History, especially Yogyakarta. Nicely preserve Museum, doesnt look boring."
320,Feka Pramita,3 years ago,5 stars,It's a nice place
321,Samiaji Sarosa,3 years ago,5 stars,"It was great experience and now even better with regular events like dance show, brass band, etc. A must visited while in Yogya"
322,Muh. Sifaul Muztahid,4 years ago,5 stars,"Good place for learning and knowing about Keraton Yogyakarta. It's quite interesting place for looking the architecture building because it's have unique style. If you have guide tour you can learn more about this place.

They also held traditional theater called wayang orang. I guess every sunday they held that theater and it's unique and interesting. Almost all of the museum in Keraton Yogya have inexpensive ticket price including this one too."
323,Andy Susilo,7 years ago,5 stars,"It's an awesome place to share a story, noble culture of Jogja and how's life inside the palace. The shared life of King's Family and their servants."
324,Hendrik Rozendal,3 years ago,5 stars,Palace is a really soothing environment. Spent hours listening to gamelan players. 5 stars is not enough. Fantastic experience
325,ghufron zaida,5 years ago,5 stars,"one of the icons of the Yogyakarta. it is symbol of the kingdom which was built in 1790. located in the center of the city and there is a philosophy that is position stands in line between Merapi Volcano, Togu Monument, and Parangtritis Beach. open daily from Mon to Sunday at 08.00 am-02.00pm Friday 08.00am-12.00am #LetsGuide"
326,Selondjor Vibes,6 years ago,5 stars,"Visited in sunday morning you can show the traditional dance performance. The palace of yogyakarta still alive nowaday, we can look up the Sultan and the palace activities here. so not only just a heritage building but living heritage building. You can directly having conversation with abdi dalem, you will find a happyness and wise value from java people.

If we inside the palace, yes we saw the high value about the culture. But you just need walk a minute outside than got the paradox. What I mean Yogyakarta as a city grow fast and forgot the real value that their had, for examples too many hotels than the tree, too many giant mall than promoting traditional market.

Lets have the culture adventure with a different view #visitJogja"
327,Muhammad Shulhan,5 years ago,5 stars,"If you go to this place, instead of just wandering around and taking photo, hire the tour guide. You will learn some history and can ask any question. Priceless."
328,Zz chanel 1606,4 years ago,5 stars,I like this place much history and so tradition
329,Roosa Wiryawan,4 years ago,5 stars,"Keraton Ngayogyakarta Hadiningrat or Keraton Yogyakarta (Javanese: Hanacaraka, ꧋ꦏꦫꦡꦺꦴꦟ꧀ꦔ ꦪꦺꦴꦓꦾꦑꦂꦡ ꦲꦢꦶꦟꦶꦁꦫꦡ꧀꧉, Karaton Ngayogyakarta Hadiningrat) is the official palace of Ngayogyakarta Hadiningrat Sultanate which is now located in Yogyakarta City, Special Region of Yogyakarta, Indonesia. Although the sultanate was officially part of the Republic of Indonesia in 1950, this palace complex still functioned as the residence of the sultan and his court house which still exercised the sultanate tradition to this day. This palace is now also one of the tourist attraction in the city of Yogyakarta. Some of the palace complexes are museums that hold various collections belonging to the sultanate, including gifts from European kings, replicas of palace heirlooms, and gamelan. In terms of building, this palace is one example of the best Javanese palace architecture, has luxurious balairung and field and spacious pavilion. (Wikipedia)
Kraton Yogyakarta is open for tourists every day from 08.00 - 14.00 wib. But specially for Friday, Jogja court tour opened from 08.00 am - 12.00 pm. The price of admission is Rp.7.000, - for local tourists and Rp. 12,500, - for foreign or foreign tourists."
330,Rizal Pratama,3 years ago,5 stars,Nice place. Cheap entrance fee.
331,Rina F Rizki,4 years ago,5 stars,"Keraton of Jogja actually is splitted into 2 areas. Nothern Keraton and Southern Keraton. Many tourists sometimes only visit the Northern Keraton since it's more ""visible"" and easily spotted from normal traffic. This southern part of Keraton is actually the real area of Keraton you have to visit because you can see a lot of remaining goods from Sultan HB IX's era. You can also see the inner part of Keraton, such as the building, meeting the courtiers (abdi dalem) and watch special performances from the courtiers. The performance can be poetry reading, traditional dance and sing or leather puppet show, depends on the schedule. Make sure you behave nicely in this place or the courtiers will remind you if you do not behave apropriately. The ticket to visit this place also very inexpensive, only 7.5k. So, ejoy your visit here!"
332,Gustii,3 years ago,5 stars,Not bad
333,Richard Komara,4 months ago,5 stars,Try a new something about culture
334,Fifi Prialita,3 years ago,5 stars,"Strategic area, reach by motorcycle or car, the entrance ticket is cheap, there is many history about kesultanan yogyakarta there, and they have a good spot for take a photo"
335,Desi Rohayati,3 years ago,5 stars,Historical palace. Love it !
336,Gary Green ways,4 years ago,5 stars,peaceful and also we can find traditional food around alun alun utara come early 6 am to see beautiful sunrise
337,Fath Sahal,3 years ago,5 stars,tempat tinggal Sri Sultan Hamengkubuwono.. I made a visit once.. finally able to see how Abdi Dalem are really doing the service for the Sultan.. also looking at the old photos of previous Sultan with the uniform and stuff gave me goosebumps..
338,Yohanes Rio,6 years ago,5 stars,"It's the sultan's palace, good ethnic atmosphere of javanese. The symbol of harmony in Daerah Istimewa Yogyakarta (Special Region of Yogyakarta). If we want to learn the history of early Yogyakarta Hadiningrat kingdom, this is the place you must visit."
339,Bobby,3 years ago,5 stars,Interesting place with such a rich and beautiful history and culture. You can find lots of place to buy tasty treats and local merchandise as well
340,aim saif,4 years ago,5 stars,I love it but i was sad because i could not enter it
341,USHA,a year ago,5 stars,"Quite a nice
Place with good maintaintenance guide explained very clearly in eng must visit place in yogakarta"
